guideline_id,filename,guideline_name,guideline_label,icd10,age_category,section_order,section_title,canonical_title,section_kind,chunks,chars
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,28,Приложение Г2. Шкала Карновского [59],шкала карновского [59],appendix,1,1414
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",1,1.1 Определение заболевания или состояния (группы заболеваний или состояний),определение заболевания или состояния (группы заболеваний или состояний),numbered,1,204
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний или,этиология и патогенез заболевания или состояния (группы заболеваний или,numbered,2,2057
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или состояний),эпидемиология заболевания или состояния (группы заболеваний или состояний),numbered,1,872
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",4,1.4 Особенности кодирования заболевания или состояния (группы заболеваний или,особенности кодирования заболевания или состояния (группы заболеваний или,numbered,1,312
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",5,1.5 Классификация заболевания или состояния (группы заболеваний или состояний),классификация заболевания или состояния (группы заболеваний или состояний),numbered,1,250
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",6,1.1 вульвит;,вульвит,numbered,1,13
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",7,1.2 вагинит;,вагинит,numbered,1,13
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",8,1.3 цервицит;,цервицит,numbered,1,14
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",9,1.4 уретрит;,уретрит,numbered,1,13
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",10,1.5 цистит.,цистит,numbered,1,204
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",11,3.1 уретрит;,уретрит,numbered,1,12
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",12,3.2 баланит и баланопостит;,баланит и баланопостит,numbered,1,29
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",13,3.3 цистит.,цистит,numbered,1,106
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",14,4.1 эпидидимит;,эпидидимит,numbered,1,15
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",15,4.2 простатит;,простатит,numbered,1,14
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",16,4.3 везикулит;,везикулит,numbered,1,14
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",17,4.4 парауретрит.,парауретрит,numbered,1,16
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",18,1.6 Клиническая картина заболевания или состояния (группы заболеваний или,клиническая картина заболевания или состояния (группы заболеваний или,numbered,3,5407
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",19,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,128
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",20,2.2 Физикальное обследование,физикальное обследование,numbered,1,785
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",21,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,4,5630
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",22,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,1,66
241_3,241_3.pdf,Урогенитальный трихомониаз,241_3 — Урогенитальный трихомониаз,A59,"Взрослые, дети",23,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,1,850
